id,req_id,category,formalized_text,feature_group,original_text,assumptions,constraints,dependencies,detail_analysis,priority,validation_criteria
69,REQ-1-001,Technical,"The system shall be implemented using a Client-Server architecture, consisting of a WPF desktop client application for all user interactions and a single, consolidated background Windows Service for asynchronous and long-running tasks.",DICOM Management and Printing System - Core,"The system shall be architected as a Client-Server system with a decoupled Background Worker Service. The system shall be composed of a main WPF desktop client application for user interaction and a single, consolidated background Windows Service.",,,,FALSE,high,
70,REQ-1-002,Technical,The system shall depend on pre-installed and configured instances of a PostgreSQL server (version 16) and a RabbitMQ server for its operation. The application will not bundle these services for production deployment.,DICOM Management and Printing System - Core,"This architecture requires pre-existing and configured server components (PostgreSQL, RabbitMQ) for operation.",,,,FALSE,high,
71,REQ-1-003,Functional,"The background Windows Service shall be the sole host for all asynchronous, long-running tasks. Its responsibilities must include: acting as the DICOM C-STORE SCP listener, consuming messages from a queue for database write operations, processing all PDF generation jobs, and handling the spooling of physical print jobs.",DICOM Management and Printing System - Core,"The background service shall be responsible for hosting all background functionalities and processing asynchronous, long-running tasks, including but not limited to: Acting as the C-STORE SCP listener. Consuming messages from a queue for database writes originating from C-STORE operations. Processing PDF generation requests. Handling physical print job spooling.",,,,FALSE,high,
72,REQ-1-004,Technical,All communication for asynchronous task initiation from the WPF client to the Windows Service shall be performed using a message queue implemented with RabbitMQ. The client acts as the producer and the service acts as the consumer.,DICOM Management and Printing System - Core,Communication between the main application (producer) and the background service (consumer) for asynchronous tasks shall be handled via a message queue (RabbitMQ).,,,,FALSE,high,
73,REQ-1-005,NonFunctional,"Messages published to RabbitMQ for critical operations, including database writes and print jobs, shall be marked as persistent. The corresponding queues shall be declared as durable to ensure that messages are not lost in the event of a RabbitMQ broker restart.",DICOM Management and Printing System - Core,"All messages published to RabbitMQ for critical data processing (e.g., database writes, print jobs) shall be marked as persistent to ensure they survive a message broker restart.",,,,FALSE,high,
74,REQ-1-006,NonFunctional,The RabbitMQ architecture shall implement a dead-letter exchange (DLX) and dead-letter queue (DLQ) mechanism. Messages that fail processing a configurable number of times in the main queue shall be automatically routed to the DLQ for manual inspection and intervention.,DICOM Management and Printing System - Core,The message queue architecture shall include a dead-letter queue (DLQ) mechanism to handle and isolate messages that fail processing after a configurable number of retries.,,,,FALSE,high,
75,REQ-1-007,Technical,"The system shall use Named Pipes for direct, synchronous, inter-process communication between the WPF client and the Windows Service. This channel shall be used exclusively for real-time status checks, such as verifying the service's operational status.",DICOM Management and Printing System - Core,"Direct, synchronous communication for real-time status checks (e.g., verifying if the service is running) shall be handled via Named Pipes.",,,,FALSE,medium,
76,REQ-1-008,Technical,"The entire system, including the WPF client and the Windows Service, shall be developed using the .NET 8 framework and the C# 12 programming language. The desktop client's user interface shall be built with Windows Presentation Foundation (WPF).",DICOM Management and Printing System - Core,"The application shall be developed using the .NET 8 framework, C# programming language, and Windows Presentation Foundation (WPF).",,,,FALSE,high,
77,REQ-1-009,Technical,"The system shall exclusively use the `fo-dicom` library for all DICOM-related functionalities, including but not limited to C-STORE, C-FIND, C-MOVE, metadata parsing, and image rendering.",DICOM Management and Printing System - Core,The application shall use the `fo-dicom` library for all DICOM operations.,,,,FALSE,high,
78,REQ-1-010,Technical,"The system shall use PostgreSQL as its database for storing study metadata. To accommodate high-volume C-STORE operations, the C-STORE SCP listener (in the background service) shall not write directly to the database. Instead, it shall publish the received DICOM metadata as a message to a RabbitMQ queue. A separate, dedicated consumer process within the background service shall be responsible for reading from this queue and performing the database insertion.",DICOM Management and Printing System - Core,"The application shall use PostgreSQL for the local data store to handle high-volume record insertion from modalities with large numbers of images per study. To ensure guaranteed and high-throughput data insertion, the C-STORE SCP service shall publish received study metadata to a message queue (RabbitMQ), which will be consumed by a separate process within the background service responsible for database writing.",,,,FALSE,high,
79,REQ-1-011,Functional,The application must integrate with the Odoo Web Portal's REST API over HTTPS to perform license validation.,DICOM Management and Printing System - Core,The application shall integrate with the existing Odoo Web Portal APIs for license validation.,,,,FALSE,high,
80,REQ-1-012,NonFunctional,"The system shall be designed, developed, and implemented in a manner that complies with the Health Insurance Portability and Accountability Act (HIPAA) Security and Privacy Rules. This includes all aspects of Protected Health Information (PHI) handling, access control, auditing, data encryption, and anonymization.",DICOM Management and Printing System - Core,"The application shall be developed in accordance with the HIPAA Security Rule (45 CFR Part 160 and Subparts A and C of Part 164) and Privacy Rule for PHI handling, anonymization, and security.",,,,FALSE,high,
81,REQ-1-013,Technical,"The system shall be built using the following specific technology stack: .NET 8/C# 12, WPF with MVVM and Material Design in XAML Toolkit, Microsoft.Extensions.Hosting for Windows Services, Microsoft.Extensions.DependencyInjection for DI, Named Pipes for synchronous IPC, RabbitMQ for asynchronous IPC, PostgreSQL 16 with Entity Framework Core 8, `fo-dicom` for DICOM, `Vortice.Windows` for high-performance rendering, Serilog for logging, QuestPDF for PDF generation, and a signed MSIX installer for deployment.",DICOM Management and Printing System - Core,Technology Stack (REQ-TEC-003),,,,FALSE,high,
82,REQ-1-014,Functional,"The system shall implement a Role-Based Access Control (RBAC) model to manage user permissions. Two roles shall be defined: 'Technician' and 'Administrator', each with a distinct set of permissions.",DICOM Management and Printing System - Core,The system shall enforce a role-based access control model with two distinct roles: Technician and Administrator.,,,,FALSE,high,
83,REQ-1-015,Functional,"A user with the 'Technician' role shall be granted permissions to perform all standard operational tasks, including viewing/searching studies, using all image manipulation tools (zoom, pan, WW/WL), creating/saving annotations, and using all print and export functions. The system must explicitly prevent a Technician from editing DICOM metadata, accessing any system configuration settings (PACS, Users, Storage), and viewing audit trails.",DICOM Management and Printing System - Core,Technician Role Permissions: The system shall allow a Technician to view and search for studies... perform all viewing operations... create and save annotations... use all print and export functions... prevent a Technician from editing DICOM metadata... changing system settings... viewing audit trails.,,,,FALSE,high,
84,REQ-1-016,Functional,"A user with the 'Administrator' role shall have all permissions of the 'Technician' role, plus additional administrative privileges. An Administrator must be able to edit DICOM metadata, manage user accounts and roles, configure all system settings, and view and export audit trails.",DICOM Management and Printing System - Core,"Admin Role Permissions: The system shall grant an Admin all permissions of the Technician role... allow an Admin to edit DICOM metadata tags from a configurable list... manage user accounts and roles... configure all system, print, and network settings... view and export audit trails.",,,,FALSE,high,
85,REQ-1-017,NonFunctional,"The system shall be designed to ensure that all PHI, including DICOM files and database records, can be stored and processed on infrastructure that resides within a geographical location specified by the deploying organization, without reliance on external cloud services for core data processing or storage.",DICOM Management and Printing System - Core,"Data Residency: All Protected Health Information (PHI) data, including DICOM files and database records, shall be stored and processed within the geographical boundaries specified by the deploying organization's legal and regulatory requirements.",,,,FALSE,high,
86,REQ-1-018,Functional,"The system shall implement a configurable data retention policy. An Administrator shall be able to configure an auto-purge rule to permanently delete studies and their associated data older than a specified period. The default retention period shall be 7 years. All auto-purge actions must be logged in the system audit trail, recording which studies were deleted and when.",DICOM Management and Printing System - Core,"Data Retention Policy: The system shall enforce a configurable data retention policy. By default, all study data shall be retained for a minimum of 7 years. An Administrator shall be able to configure auto-purge rules to permanently delete studies older than the defined retention period. This action must be logged in the audit trail.",,,,FALSE,medium,
87,REQ-1-019,Functional,"To support security incident response, the system shall provide an Administrator with the following capabilities via the Administration dashboard: view a list of all currently active user sessions, force the immediate logout of any specific session, and disable any user account to prevent future logins.",DICOM Management and Printing System - Core,"Incident Response Support: The system shall provide capabilities to support security incident response. An Administrator shall have the ability to immediately disable any user account, force a logout of a specific user session, and view active sessions from the Administration dashboard.",,,,FALSE,high,
88,REQ-1-020,Functional,"The system shall provide a DICOM printing feature that utilizes the standard Windows Print API to print on any installed commercial printer. The installer must register and start the background Windows Service, which shall be named ""DICOM Service"". This service is responsible for detecting all printers available to the Windows operating system.",DICOM Management and Printing System - Core,"The system shall provide a DICOM printing capability that integrates directly with the Windows Print API to enable printing on commercial inkjet/laser printers. The application installer shall register and start a consolidated Windows Service named ""DICOM Service"". The service shall automatically detect all system-installed printers.",,,,FALSE,high,
89,REQ-1-021,Functional,"Communication for printing shall be twofold: the client shall use a synchronous Named Pipe call to check the status of the 'DICOM Service', and if available, it shall submit a serialized print job object to a RabbitMQ queue for asynchronous processing. If the service status check fails, the 'Print' button in the UI must be disabled, and a non-blocking notification shall inform the user that the print service is unavailable.",DICOM Management and Printing System - Core,"The main desktop application shall communicate with the Windows Service via Named Pipes for synchronous status checks. The application shall submit a serialized print job object... to a message queue (RabbitMQ) for asynchronous processing... The application shall gracefully handle and notify the user... if the Windows Service is stopped... The ""Print"" button in the UI shall be disabled if the print service is not available...",,,,FALSE,high,
90,REQ-1-022,Functional,"The print preview interface shall provide a selection of predefined page layout templates, including 'Single image on A4', 'Single image on A3', '2x2 grid on A4', and '1+3 comparison on A3'. Additionally, it shall offer modality-specific layout presets, such as '1x1 for X-ray' and '4x4 for CT'.",DICOM Management and Printing System - Core,"The print preview UI shall provide predefined page templates: Single image (A4/A3), 2x2 grid (A4), and 1+3 comparison (A3). The print preview UI shall provide modality-specific presets, such as 1x1 for X-ray and 4x4 for CT slices.",,,,FALSE,medium,
91,REQ-1-023,Functional,"The print preview interface shall allow users to configure the page layout with the following options: page margins (configurable from 5mm to 20mm), page orientation (Portrait or Landscape), and image scaling (Fit-to-Page or Actual Size).",DICOM Management and Printing System - Core,Users shall be able to customize page margins within a range of 5-20mm. Users shall be able to select page orientation (Portrait/Landscape). Users shall be able to select image scaling options: Fit-to-Page and Actual Size.,,,,FALSE,medium,
92,REQ-1-024,Functional,"The system shall support a configurable auto-arrangement feature for print layouts. An Administrator must be able to define rules in the Settings page that map specific DICOM modalities to default print layouts and specify the sorting order of images within that layout (e.g., by Image Number).",DICOM Management and Printing System - Core,The system shall support auto-arranging images on the print layout based on configurable rules. An Admin user shall be able to configure the rules for auto-arrangement in the Settings Page. The configuration shall allow mapping specific modalities to default layouts and defining the sorting order of images.,,,,FALSE,low,
93,REQ-1-025,Functional,The print preview interface shall allow users to manually rearrange the order and position of images within the selected layout grid using a drag-and-drop interaction.,DICOM Management and Printing System - Core,Users shall be able to manually rearrange images within the print preview grid via drag-and-drop.,,,,FALSE,medium,
94,REQ-1-026,Functional,"The system shall allow users to add branding and overlays to the print output. This includes: uploading a custom logo (PNG/JPEG) with configurable position (Header, Footer, or X/Y coordinates) and scaling (10-50% of page width); and adding custom text fields with configurable font, size, and color. These text fields must support dynamic variables (e.g., `[PatientID]`, `[StudyDate]`) that are replaced with DICOM metadata at print time.",DICOM Management and Printing System - Core,"Users shall be able to upload a custom logo in PNG or JPEG format. The logo position shall be configurable to Header, Footer, or custom X/Y coordinates. Logo scaling shall be adjustable from 10% to 50% of the page width. Users shall be able to add custom text fields with configurable font, size, and color. Custom text fields shall support variables that are replaced at print time (e.g., `[PatientID]`, `[Date]`).",,,,FALSE,medium,
95,REQ-1-027,Functional,"The system shall provide a non-destructive de-identification feature for printed output. Users shall be able to apply pixel-based blackout overlays (masks) in the print preview. These overlays must be applied only at print time and must not modify the original DICOM files. The system shall include pre-built overlay templates (e.g., 'Chest X-Ray De-ID') and support the creation of custom templates using rectangular and polygonal shapes.",DICOM Management and Printing System - Core,"The system shall support non-destructive, print-time pixel-based overlay masks for de-identification. Applying a blackout overlay in the print preview shall not alter the original DICOM file on disk. The system shall provide pre-built templates for de-identification (e.g., Chest X-Ray De-ID). Overlay templates shall support configurable rectangular and polygonal regions.",,,,FALSE,medium,
96,REQ-1-028,Functional,"An Administrator shall have access to an overlay template management interface within the Settings page. This interface must allow the Administrator to create new templates by drawing rectangular and polygonal regions on a sample image, save them with a name, and subsequently edit or delete existing templates.",DICOM Management and Printing System - Core,The system shall provide an interface for Admin users to manage overlay templates within the Settings Page. The interface shall allow an Admin user to create new overlay templates by drawing and saving rectangular/polygonal regions. Admin users shall be able to edit and delete existing templates.,,,,FALSE,low,
97,REQ-1-029,Functional,The system shall provide an option to export the print layout as a PDF file. The generated file must be compliant with the PDF/A-3 standard. The export options shall include the ability to embed DICOM metadata within the PDF and to encrypt the PDF with a user-provided password using AES-256 encryption.,DICOM Management and Printing System - Core,The system shall generate a PDF file of the print layout. The generated PDF shall be PDF/A-3 compliant. The system shall provide an option to embed DICOM metadata into the PDF file. The system shall provide an option to password-protect the PDF using AES-256 encryption.,,,,FALSE,high,
98,REQ-1-030,Functional,"The system shall provide a feature to send the print output via email. An Administrator must be able to configure SMTP server settings (host, port, credentials, TLS/STARTTLS) in the Settings page. When sending, the user shall have the option to attach the output as a single PDF file or as individual image files in either JPEG or PNG format.",DICOM Management and Printing System - Core,"The system shall be able to attach the print output as a PDF or image(s) to an email. The Settings Page shall provide fields to configure an SMTP server (host, port, credentials, TLS/STARTTLS). Users shall be able to attach the output as a single PDF or as individual image files. Exported images for email attachments shall be in a user-selectable format (JPEG/PNG).",,,,FALSE,medium,
99,REQ-1-031,Functional,"The system shall support the creation and use of pre-filled email templates. These templates must allow for the inclusion of dynamic variables (e.g., `[PatientName]`, `[StudyDate]`) in the subject and body, which will be replaced with the corresponding study's DICOM metadata when the email is composed.",DICOM Management and Printing System - Core,"The system shall allow the creation of pre-filled email templates with variables (e.g., `[PatientName]`, `[StudyDate]`).",,,,FALSE,low,
100,REQ-1-032,Functional,"Before sending an email, the system shall perform a security check. If the email body or subject contains PHI variables, or if any attachment is unsecured (e.g., a non-password-protected PDF, JPEG, or PNG file), the system must display a modal warning dialog. This dialog shall inform the user about the risk of sending unsecured PHI and require explicit confirmation before the email can be sent.",DICOM Management and Printing System - Core,"As a business rule, if an email template is configured to include PHI variables or if an attached PDF is not password-protected, the system shall display a warning to the user about sending unsecured PHI before sending the email. ...the system shall display a modal dialog with a warning message that requires explicit user confirmation to proceed.",,,,FALSE,high,
101,REQ-1-033,Functional,"The application shall include a 'Print Queue' user interface. This view must display all submitted print jobs with their current status (e.g., Queued, Processing, Completed, Failed). Standard users shall be able to cancel their own jobs if they are in a 'Queued' state. Administrators shall have the ability to view all jobs, cancel any job, and re-prioritize jobs in the queue.",DICOM Management and Printing System - Core,"The application shall provide a ""Print Queue"" UI view. This view shall display the status of all submitted print jobs (e.g., Queued, Processing, Completed, Failed). Users shall be able to cancel their own pending print jobs. Admin users shall be able to view, cancel, and re-prioritize any print job in the queue.",,,,FALSE,medium,
102,REQ-1-034,Functional,"When a print job fails, the system must update its status in the Print Queue to 'Failed' and display a descriptive reason for the failure (e.g., 'Printer is offline'). The UI must provide an option for the user to retry sending the failed job to the printer.",DICOM Management and Printing System - Core,"If a print job fails (e.g., printer offline, out of paper), the system shall mark the job as 'Failed' and provide a reason for the failure in the queue view. Users shall be able to retry a failed print job from the queue.",,,,FALSE,medium,
103,REQ-1-035,Functional,"The system's background service shall function as a DICOM C-STORE Service Class Provider (SCP). It must listen for incoming associations on a port configurable by an Administrator. Upon receiving a study, it shall automatically store the DICOM files in a local folder determined by configurable routing rules.",DICOM Management and Printing System - Core,"The application shall be able to act as a C-STORE SCP, listening on a configurable port for incoming studies. Incoming studies received via C-STORE shall be automatically routed to predefined local folders.",,,,FALSE,high,
104,REQ-1-036,Functional,"The application shall function as a DICOM C-FIND and C-MOVE Service Class User (SCU). It must provide a UI for users to query a configured remote PACS using Study Date, Modality, and Patient ID as search criteria. From the search results, users must be able to select one or more studies and initiate a C-MOVE request to retrieve them to the local storage. The UI must provide real-time feedback on the C-MOVE operation's status, including progress, success, or failure with a descriptive error message.",DICOM Management and Printing System - Core,"The application shall be able to act as a C-FIND and C-MOVE SCU. Users shall be able to query a configured PACS by Study Date, Modality, or Patient ID. Users shall be able to initiate a C-MOVE request to retrieve selected studies from the PACS to the local storage. The system shall provide clear user feedback on the status of C-MOVE operations...",,,,FALSE,high,
105,REQ-1-037,Functional,"An Administrator shall be able to configure auto-routing rules for incoming C-STORE studies via a dedicated UI in the Settings page. A rule must consist of criteria (e.g., matching a specific sending AE Title or Modality tag) and a corresponding destination folder path. The system shall evaluate these rules to determine where to store incoming DICOM files.",DICOM Management and Printing System - Core,"The criteria for auto-routing incoming studies shall be configurable by an Admin user. The Settings Page shall provide a UI for creating routing rules. A routing rule shall be definable based on criteria such as the sending AE Title, Modality, or other specified DICOM tags. Each rule shall specify a destination folder path.",,,,FALSE,medium,
106,REQ-1-038,Functional,"An Administrator shall be able to manage all remote PACS configurations through a dedicated UI in the Settings page. This interface must support adding, editing, and removing PACS entries. For each entry, the Admin must be able to configure the AE Title, IP Address, Port, and supported services (C-STORE, C-FIND, C-MOVE). A 'Verify' button must be provided to perform a DICOM C-ECHO verification against the selected configuration and display the result.",DICOM Management and Printing System - Core,"Admin users shall add, remove, and edit PACS server configurations via the application's Settings Page. ... The UI shall allow configuration of AE Title, IP Address, Port, and capabilities (C-STORE, C-FIND, C-MOVE) for each PACS. The UI shall provide a ""Verify"" button that performs a C-ECHO test to the selected PACS configuration.",,,,FALSE,high,
107,REQ-1-039,NonFunctional,"The system's logging mechanism, implemented with Serilog, shall write to two destinations: a local rolling text file and the Windows Event Log. The system must ensure that any Protected Health Information (PHI), such as Patient Name or Patient ID, is masked or redacted before being written to any log destination.",DICOM Management and Printing System - Core,"Application logs shall be written to a local file and the Windows Event Log. Any PHI (e.g., Patient Name, Patient ID) written to logs shall be masked (e.g., ""PatientName: ******"").",,,,FALSE,high,
108,REQ-1-040,Functional,"The application shall be secured by a mandatory user login screen. After successful authentication, the application's user interface and available features must be dynamically adjusted based on the logged-in user's assigned role (Technician or Administrator), strictly enforcing the defined permissions.",DICOM Management and Printing System - Core,The application shall require user login for access. UI elements and features shall be enabled or disabled based on the logged-in user's role as defined in the permissions matrix (Section 2.4).,,,,FALSE,high,
109,REQ-1-041,Functional,"The application must implement an automatic session lock feature. After 15 minutes of user inactivity (no keyboard or mouse input), the application shall display a lock screen overlay that covers the entire UI. The user's current state, including any open studies or work in progress, must be preserved. To resume, the user must re-enter their password to unlock the session.",DICOM Management and Printing System - Core,"The application session shall automatically lock after 15 minutes of no keyboard or mouse input. When the session locks, the application shall display a lock screen overlay. The current application state... shall be preserved behind the lock screen. The user shall be required to re-enter their password to unlock the session...",,,,FALSE,high,
110,REQ-1-042,Functional,"The system shall enforce a system-wide password policy for all user accounts, configurable by an Administrator. The configurable parameters must include: minimum password length (default 12), complexity requirements (uppercase, lowercase, number, symbol), expiration period in days (e.g., 90), and the number of previous passwords to remember to prevent reuse (default 5).",DICOM Management and Printing System - Core,The system shall enforce a configurable password policy for all user accounts. ...Configurable policy settings shall include: Minimum password length (Default: 12). Complexity requirements... Password expiration period... Password history count...,,,,FALSE,high,
111,REQ-1-043,Functional,"When an Administrator resets a user's password, the system must generate a secure, temporary password. Upon the user's next login attempt with this temporary password, the system must immediately force them to create a new, permanent password that adheres to the current password policy.",DICOM Management and Printing System - Core,"When an Admin resets a user's password, the system shall generate a temporary password and require the user to set a new password upon their next login.",,,,FALSE,high,
112,REQ-1-044,Functional,"The application shall feature a metadata viewing panel that displays all DICOM tags for a selected image or series. The tags shall be organized into logical groups (e.g., Patient, Study, Series, Equipment). This panel must include a search/filter bar that allows the user to find specific tags by their name (e.g., 'Patient Name') or tag number (e.g., '(0010,0010)').",DICOM Management and Printing System - Core,"The application shall provide a dedicated panel to display the metadata of the selected image or series. Metadata shall be grouped by category: Patient, Study, Series, and Equipment. The metadata viewer shall include a search bar to allow filtering metadata for specific tags by name or tag number (e.g., (0010,0010)).",,,,FALSE,medium,
113,REQ-1-045,Functional,"The ability to edit DICOM metadata shall be restricted to users with the Administrator role. When an Administrator initiates an edit session, the system must automatically create a 'working copy' of all files in the study. All subsequent edits will be performed on this working copy, leaving the original files untouched.",DICOM Management and Printing System - Core,"Only users with the Admin role shall be able to enter edit mode for metadata. Entering edit mode shall automatically create a 'working copy' of the study's files, as defined in REQ-NFR-003, to ensure original files are never modified.",,,,FALSE,high,
114,REQ-1-046,Functional,An Administrator shall be able to configure which DICOM tags are editable within the application. The Settings page must provide a user interface where an Admin can add or remove specific DICOM tags from a system-wide 'editable tags' list.,DICOM Management and Printing System - Core,"The list of DICOM tags that are editable shall be configurable by an Admin user. The Settings Page shall include a UI for Admins to add or remove DICOM tags from an ""editable"" list.",,,,FALSE,medium,
115,REQ-1-047,Functional,"The system shall maintain a comprehensive audit trail of all significant events. This includes logging every modification to DICOM metadata, changes to file state, and all user account management actions. For DICOM tag edits, the log entry must include the user's ID, a timestamp, the tag that was changed, its original value, and its new value.",DICOM Management and Printing System - Core,"All modifications to DICOM metadata, file state, and user accounts shall be recorded in an audit trail. Every change to a DICOM tag shall be logged with the user's ID, a timestamp, the original value, and the new value.",,,,FALSE,high,
